,latitude,longitude,time,rain chance,warnings
923,42.628753,-105.133147,2024-07-26T21,0.59,HIGH
924,42.628753,-105.133147,2024-07-27T00,0.41,LOW
925,42.628753,-105.133147,2024-07-27T03,0.1,LOW
926,42.628753,-105.133147,2024-07-27T18,0.3,LOW
927,42.628753,-105.133147,2024-07-27T21,0.42,LOW
928,42.628753,-105.133147,2024-07-28T00,0.27,LOW
929,42.628753,-105.133147,2024-07-28T03,0.19,LOW
930,42.628753,-105.133147,2024-07-28T06,0.11,LOW
931,42.628753,-105.133147,2024-07-28T18,0.15,LOW
932,42.637752,-105.147181,2024-07-26T21,0.59,HIGH
933,42.637752,-105.147181,2024-07-27T00,0.39,LOW
934,42.637752,-105.147181,2024-07-27T03,0.1,LOW
935,42.637752,-105.147181,2024-07-27T18,0.3,LOW
936,42.637752,-105.147181,2024-07-27T21,0.42,LOW
937,42.637752,-105.147181,2024-07-28T00,0.27,LOW
938,42.637752,-105.147181,2024-07-28T03,0.19,LOW
939,42.637752,-105.147181,2024-07-28T06,0.11,LOW
940,42.637752,-105.147181,2024-07-28T18,0.15,LOW
941,42.648788,-105.163965,2024-07-26T21,0.59,HIGH
942,42.648788,-105.163965,2024-07-27T00,0.39,LOW
943,42.648788,-105.163965,2024-07-27T03,0.1,LOW
944,42.648788,-105.163965,2024-07-27T18,0.28,LOW
945,42.648788,-105.163965,2024-07-27T21,0.42,LOW
946,42.648788,-105.163965,2024-07-28T00,0.27,LOW
947,42.648788,-105.163965,2024-07-28T03,0.19,LOW
948,42.648788,-105.163965,2024-07-28T06,0.11,LOW
949,42.648788,-105.163965,2024-07-28T18,0.15,LOW
950,42.65719,-105.178737,2024-07-26T21,0.59,HIGH
951,42.65719,-105.178737,2024-07-27T00,0.39,LOW
952,42.65719,-105.178737,2024-07-27T03,0.1,LOW
953,42.65719,-105.178737,2024-07-27T18,0.28,LOW
954,42.65719,-105.178737,2024-07-27T21,0.42,LOW
955,42.65719,-105.178737,2024-07-28T00,0.27,LOW
956,42.65719,-105.178737,2024-07-28T03,0.19,LOW
957,42.65719,-105.178737,2024-07-28T06,0.11,LOW
958,42.65719,-105.178737,2024-07-28T18,0.15,LOW
959,42.656854,-105.179834,2024-07-26T21,0.59,HIGH
960,42.656854,-105.179834,2024-07-27T00,0.37,LOW
961,42.656854,-105.179834,2024-07-27T03,0.1,LOW
962,42.656854,-105.179834,2024-07-27T18,0.29,LOW
963,42.656854,-105.179834,2024-07-27T21,0.42,LOW
964,42.656854,-105.179834,2024-07-28T00,0.27,LOW
965,42.656854,-105.179834,2024-07-28T03,0.19,LOW
966,42.656854,-105.179834,2024-07-28T06,0.12,LOW
967,42.656854,-105.179834,2024-07-28T18,0.15,LOW
968,42.662442,-105.207862,2024-07-26T21,0.59,HIGH
969,42.662442,-105.207862,2024-07-27T00,0.36,LOW
970,42.662442,-105.207862,2024-07-27T03,0.1,LOW
971,42.662442,-105.207862,2024-07-27T18,0.29,LOW
972,42.662442,-105.207862,2024-07-27T21,0.42,LOW
973,42.662442,-105.207862,2024-07-28T00,0.27,LOW
974,42.662442,-105.207862,2024-07-28T03,0.19,LOW
975,42.662442,-105.207862,2024-07-28T06,0.12,LOW
976,42.662442,-105.207862,2024-07-28T18,0.15,LOW
977,42.66787,-105.211606,2024-07-26T21,0.59,HIGH
978,42.66787,-105.211606,2024-07-27T00,0.36,LOW
979,42.66787,-105.211606,2024-07-27T03,0.1,LOW
980,42.66787,-105.211606,2024-07-27T18,0.29,LOW
981,42.66787,-105.211606,2024-07-27T21,0.42,LOW
982,42.66787,-105.211606,2024-07-28T00,0.27,LOW
983,42.66787,-105.211606,2024-07-28T03,0.19,LOW
984,42.66787,-105.211606,2024-07-28T06,0.12,LOW
985,42.66787,-105.211606,2024-07-28T18,0.15,LOW
986,42.668651,-105.212282,2024-07-26T21,0.59,HIGH
987,42.668651,-105.212282,2024-07-27T00,0.35,LOW
988,42.668651,-105.212282,2024-07-27T03,0.1,LOW
989,42.668651,-105.212282,2024-07-27T18,0.28,LOW
990,42.668651,-105.212282,2024-07-27T21,0.42,LOW
991,42.668651,-105.212282,2024-07-28T00,0.27,LOW
992,42.668651,-105.212282,2024-07-28T03,0.19,LOW
993,42.668651,-105.212282,2024-07-28T06,0.12,LOW
994,42.668651,-105.212282,2024-07-28T18,0.15,LOW
995,42.68848,-105.240424,2024-07-26T21,0.59,HIGH
996,42.68848,-105.240424,2024-07-27T00,0.33,LOW
997,42.68848,-105.240424,2024-07-27T03,0.1,LOW
998,42.68848,-105.240424,2024-07-27T18,0.27,LOW
999,42.68848,-105.240424,2024-07-27T21,0.42,LOW
1000,42.68848,-105.240424,2024-07-28T00,0.27,LOW
1001,42.68848,-105.240424,2024-07-28T03,0.18,LOW
1002,42.68848,-105.240424,2024-07-28T06,0.12,LOW
1003,42.68848,-105.240424,2024-07-28T18,0.15,LOW
1004,42.707722,-105.270371,2024-07-26T21,0.58,HIGH
1005,42.707722,-105.270371,2024-07-27T00,0.33,LOW
1006,42.707722,-105.270371,2024-07-27T03,0.1,LOW
1007,42.707722,-105.270371,2024-07-27T18,0.27,LOW
1008,42.707722,-105.270371,2024-07-27T21,0.41,LOW
1009,42.707722,-105.270371,2024-07-28T00,0.27,LOW
1010,42.707722,-105.270371,2024-07-28T03,0.18,LOW
1011,42.707722,-105.270371,2024-07-28T06,0.12,LOW
1012,42.707722,-105.270371,2024-07-28T18,0.15,LOW
1013,42.708461,-105.271712,2024-07-26T21,0.58,HIGH
1014,42.708461,-105.271712,2024-07-27T00,0.32,LOW
1015,42.708461,-105.271712,2024-07-27T03,0.1,LOW
1016,42.708461,-105.271712,2024-07-27T18,0.28,LOW
1017,42.708461,-105.271712,2024-07-27T21,0.41,LOW
1018,42.708461,-105.271712,2024-07-28T00,0.27,LOW
1019,42.708461,-105.271712,2024-07-28T03,0.19,LOW
1020,42.708461,-105.271712,2024-07-28T06,0.12,LOW
1021,42.708461,-105.271712,2024-07-28T18,0.15,LOW
1022,42.719488,-105.307173,2024-07-26T21,0.58,HIGH
1023,42.719488,-105.307173,2024-07-27T00,0.31,LOW
1024,42.719488,-105.307173,2024-07-27T03,0.1,LOW
1025,42.719488,-105.307173,2024-07-27T18,0.28,LOW
1026,42.719488,-105.307173,2024-07-27T21,0.41,LOW
1027,42.719488,-105.307173,2024-07-28T00,0.27,LOW
1028,42.719488,-105.307173,2024-07-28T03,0.19,LOW
1029,42.719488,-105.307173,2024-07-28T06,0.12,LOW
1030,42.719488,-105.307173,2024-07-28T18,0.15,LOW
1031,42.727038,-105.31819,2024-07-26T21,0.57,HIGH
1032,42.727038,-105.31819,2024-07-27T00,0.31,LOW
1033,42.727038,-105.31819,2024-07-27T03,0.1,LOW
1034,42.727038,-105.31819,2024-07-27T18,0.28,LOW
1035,42.727038,-105.31819,2024-07-27T21,0.4,LOW
1036,42.727038,-105.31819,2024-07-28T00,0.27,LOW
1037,42.727038,-105.31819,2024-07-28T03,0.18,LOW
1038,42.727038,-105.31819,2024-07-28T06,0.12,LOW
1039,42.727038,-105.31819,2024-07-28T18,0.15,LOW
1040,42.733976,-105.337561,2024-07-26T21,0.57,HIGH
1041,42.733976,-105.337561,2024-07-27T00,0.3,LOW
1042,42.733976,-105.337561,2024-07-27T03,0.1,LOW
1043,42.733976,-105.337561,2024-07-27T18,0.29,LOW
1044,42.733976,-105.337561,2024-07-27T21,0.39,LOW
1045,42.733976,-105.337561,2024-07-28T00,0.26,LOW
1046,42.733976,-105.337561,2024-07-28T03,0.18,LOW
1047,42.733976,-105.337561,2024-07-28T06,0.12,LOW
1048,42.733976,-105.337561,2024-07-28T18,0.15,LOW
1049,42.74498,-105.364062,2024-07-26T21,0.57,HIGH
1050,42.74498,-105.364062,2024-07-27T00,0.3,LOW
1051,42.74498,-105.364062,2024-07-27T03,0.1,LOW
1052,42.74498,-105.364062,2024-07-27T18,0.29,LOW
1053,42.74498,-105.364062,2024-07-27T21,0.39,LOW
1054,42.74498,-105.364062,2024-07-28T00,0.26,LOW
1055,42.74498,-105.364062,2024-07-28T03,0.18,LOW
1056,42.74498,-105.364062,2024-07-28T06,0.12,LOW
1057,42.74498,-105.364062,2024-07-28T18,0.15,LOW
1058,42.746475,-105.366172,2024-07-26T21,0.55,HIGH
1059,42.746475,-105.366172,2024-07-27T00,0.29,LOW
1060,42.746475,-105.366172,2024-07-27T03,0.1,LOW
1061,42.746475,-105.366172,2024-07-27T18,0.29,LOW
1062,42.746475,-105.366172,2024-07-27T21,0.37,LOW
1063,42.746475,-105.366172,2024-07-28T00,0.26,LOW
1064,42.746475,-105.366172,2024-07-28T03,0.18,LOW
1065,42.746475,-105.366172,2024-07-28T06,0.12,LOW
1066,42.746475,-105.366172,2024-07-28T18,0.15,LOW
1067,42.749408,-105.394318,2024-07-26T21,0.55,HIGH
1068,42.749408,-105.394318,2024-07-27T00,0.29,LOW
1069,42.749408,-105.394318,2024-07-27T03,0.1,LOW
1070,42.749408,-105.394318,2024-07-27T18,0.29,LOW
1071,42.749408,-105.394318,2024-07-27T21,0.37,LOW
1072,42.749408,-105.394318,2024-07-28T00,0.26,LOW
1073,42.749408,-105.394318,2024-07-28T03,0.18,LOW
1074,42.749408,-105.394318,2024-07-28T06,0.12,LOW
1075,42.749408,-105.394318,2024-07-28T18,0.15,LOW
1076,42.749497,-105.39462,2024-07-26T21,0.55,HIGH
1077,42.749497,-105.39462,2024-07-27T00,0.29,LOW
1078,42.749497,-105.39462,2024-07-27T03,0.1,LOW
1079,42.749497,-105.39462,2024-07-27T18,0.29,LOW
1080,42.749497,-105.39462,2024-07-27T21,0.37,LOW
1081,42.749497,-105.39462,2024-07-28T00,0.26,LOW
1082,42.749497,-105.39462,2024-07-28T03,0.18,LOW
1083,42.749497,-105.39462,2024-07-28T06,0.12,LOW
1084,42.749497,-105.39462,2024-07-28T18,0.15,LOW
1085,42.749593,-105.394896,2024-07-26T21,0.54,HIGH
1086,42.749593,-105.394896,2024-07-27T00,0.28,LOW
1087,42.749593,-105.394896,2024-07-27T03,0.1,LOW
1088,42.749593,-105.394896,2024-07-27T18,0.29,LOW
1089,42.749593,-105.394896,2024-07-27T21,0.37,LOW
1090,42.749593,-105.394896,2024-07-28T00,0.26,LOW
1091,42.749593,-105.394896,2024-07-28T03,0.18,LOW
1092,42.749593,-105.394896,2024-07-28T06,0.12,LOW
1093,42.749593,-105.394896,2024-07-28T18,0.15,LOW
1094,42.764408,-105.424847,2024-07-26T21,0.51,HIGH
1095,42.764408,-105.424847,2024-07-27T00,0.28,LOW
1096,42.764408,-105.424847,2024-07-27T03,0.1,LOW
1097,42.764408,-105.424847,2024-07-27T18,0.28,LOW
1098,42.764408,-105.424847,2024-07-27T21,0.35,LOW
1099,42.764408,-105.424847,2024-07-28T00,0.26,LOW
1100,42.764408,-105.424847,2024-07-28T03,0.18,LOW
1101,42.764408,-105.424847,2024-07-28T06,0.12,LOW
1102,42.764408,-105.424847,2024-07-28T18,0.15,LOW
1103,42.764974,-105.425765,2024-07-26T21,0.5,LOW
1104,42.764974,-105.425765,2024-07-27T00,0.27,LOW
1105,42.764974,-105.425765,2024-07-27T03,0.1,LOW
1106,42.764974,-105.425765,2024-07-27T18,0.29,LOW
1107,42.764974,-105.425765,2024-07-27T21,0.35,LOW
1108,42.764974,-105.425765,2024-07-28T00,0.26,LOW
1109,42.764974,-105.425765,2024-07-28T03,0.18,LOW
1110,42.764974,-105.425765,2024-07-28T06,0.13,LOW
1111,42.764974,-105.425765,2024-07-28T18,0.15,LOW
1112,42.786835,-105.435878,2024-07-26T21,0.48,LOW
1113,42.786835,-105.435878,2024-07-27T00,0.27,LOW
1114,42.786835,-105.435878,2024-07-27T03,0.1,LOW
1115,42.786835,-105.435878,2024-07-27T18,0.28,LOW
1116,42.786835,-105.435878,2024-07-27T21,0.35,LOW
1117,42.786835,-105.435878,2024-07-28T00,0.26,LOW
1118,42.786835,-105.435878,2024-07-28T03,0.18,LOW
1119,42.786835,-105.435878,2024-07-28T06,0.12,LOW
1120,42.786835,-105.435878,2024-07-28T18,0.15,LOW
1121,42.806723,-105.446965,2024-07-26T21,0.47,LOW
1122,42.806723,-105.446965,2024-07-27T00,0.27,LOW
1123,42.806723,-105.446965,2024-07-27T03,0.1,LOW
1124,42.806723,-105.446965,2024-07-27T18,0.27,LOW
1125,42.806723,-105.446965,2024-07-27T21,0.35,LOW
1126,42.806723,-105.446965,2024-07-28T00,0.26,LOW
1127,42.806723,-105.446965,2024-07-28T03,0.17,LOW
1128,42.806723,-105.446965,2024-07-28T06,0.12,LOW
1129,42.806723,-105.446965,2024-07-28T18,0.15,LOW
1130,42.823023,-105.469294,2024-07-26T21,0.47,LOW
1131,42.823023,-105.469294,2024-07-27T00,0.27,LOW
1132,42.823023,-105.469294,2024-07-27T03,0.1,LOW
1133,42.823023,-105.469294,2024-07-27T18,0.27,LOW
1134,42.823023,-105.469294,2024-07-27T21,0.35,LOW
1135,42.823023,-105.469294,2024-07-28T00,0.26,LOW
1136,42.823023,-105.469294,2024-07-28T03,0.17,LOW
1137,42.823023,-105.469294,2024-07-28T06,0.12,LOW
1138,42.823023,-105.469294,2024-07-28T18,0.15,LOW
1139,42.823102,-105.469402,2024-07-26T21,0.46,LOW
1140,42.823102,-105.469402,2024-07-27T00,0.26,LOW
1141,42.823102,-105.469402,2024-07-27T03,0.1,LOW
1142,42.823102,-105.469402,2024-07-27T18,0.28,LOW
1143,42.823102,-105.469402,2024-07-27T21,0.35,LOW
1144,42.823102,-105.469402,2024-07-28T00,0.26,LOW
1145,42.823102,-105.469402,2024-07-28T03,0.17,LOW
1146,42.823102,-105.469402,2024-07-28T06,0.13,LOW
1147,42.823102,-105.469402,2024-07-28T18,0.15,LOW
1148,42.826946,-105.478189,2024-07-26T21,0.46,LOW
1149,42.826946,-105.478189,2024-07-27T00,0.26,LOW
1150,42.826946,-105.478189,2024-07-27T03,0.1,LOW
1151,42.826946,-105.478189,2024-07-27T18,0.27,LOW
1152,42.826946,-105.478189,2024-07-27T21,0.34,LOW
1153,42.826946,-105.478189,2024-07-28T00,0.26,LOW
1154,42.826946,-105.478189,2024-07-28T03,0.17,LOW
1155,42.826946,-105.478189,2024-07-28T06,0.12,LOW
1156,42.826946,-105.478189,2024-07-28T18,0.15,LOW
1157,42.847655,-105.488873,2024-07-26T21,0.46,LOW
1158,42.847655,-105.488873,2024-07-27T00,0.27,LOW
1159,42.847655,-105.488873,2024-07-27T03,0.1,LOW
1160,42.847655,-105.488873,2024-07-27T18,0.26,LOW
1161,42.847655,-105.488873,2024-07-27T21,0.34,LOW
1162,42.847655,-105.488873,2024-07-28T00,0.26,LOW
1163,42.847655,-105.488873,2024-07-28T03,0.17,LOW
1164,42.847655,-105.488873,2024-07-28T06,0.12,LOW
1165,42.847655,-105.488873,2024-07-28T18,0.15,LOW
1166,42.857527,-105.49465,2024-07-26T21,0.46,LOW
1167,42.857527,-105.49465,2024-07-27T00,0.27,LOW
1168,42.857527,-105.49465,2024-07-27T03,0.1,LOW
1169,42.857527,-105.49465,2024-07-27T18,0.26,LOW
1170,42.857527,-105.49465,2024-07-27T21,0.34,LOW
1171,42.857527,-105.49465,2024-07-28T00,0.26,LOW
1172,42.857527,-105.49465,2024-07-28T03,0.17,LOW
1173,42.857527,-105.49465,2024-07-28T06,0.12,LOW
1174,42.857527,-105.49465,2024-07-28T18,0.15,LOW
1175,42.858194,-105.495421,2024-07-26T21,0.46,LOW
1176,42.858194,-105.495421,2024-07-27T00,0.27,LOW
1177,42.858194,-105.495421,2024-07-27T03,0.1,LOW
1178,42.858194,-105.495421,2024-07-27T18,0.26,LOW
1179,42.858194,-105.495421,2024-07-27T21,0.34,LOW
1180,42.858194,-105.495421,2024-07-28T00,0.26,LOW
1181,42.858194,-105.495421,2024-07-28T03,0.17,LOW
1182,42.858194,-105.495421,2024-07-28T06,0.12,LOW
1183,42.858194,-105.495421,2024-07-28T18,0.15,LOW
1184,42.858699,-105.496086,2024-07-26T21,0.45,LOW
1185,42.858699,-105.496086,2024-07-27T00,0.26,LOW
1186,42.858699,-105.496086,2024-07-27T03,0.1,LOW
1187,42.858699,-105.496086,2024-07-27T18,0.27,LOW
1188,42.858699,-105.496086,2024-07-27T21,0.34,LOW
1189,42.858699,-105.496086,2024-07-28T00,0.26,LOW
1190,42.858699,-105.496086,2024-07-28T03,0.18,LOW
1191,42.858699,-105.496086,2024-07-28T06,0.13,LOW
1192,42.858699,-105.496086,2024-07-28T18,0.15,LOW
1193,42.867873,-105.514924,2024-07-26T21,0.44,LOW
1194,42.867873,-105.514924,2024-07-27T00,0.27,LOW
1195,42.867873,-105.514924,2024-07-27T03,0.11,LOW
1196,42.867873,-105.514924,2024-07-27T18,0.26,LOW
1197,42.867873,-105.514924,2024-07-27T21,0.34,LOW
1198,42.867873,-105.514924,2024-07-28T00,0.26,LOW
1199,42.867873,-105.514924,2024-07-28T03,0.18,LOW
1200,42.867873,-105.514924,2024-07-28T06,0.12,LOW
1201,42.867873,-105.514924,2024-07-28T18,0.15,LOW
1202,42.878554,-105.526635,2024-07-26T21,0.43,LOW
1203,42.878554,-105.526635,2024-07-27T00,0.26,LOW
1204,42.878554,-105.526635,2024-07-27T03,0.11,LOW
1205,42.878554,-105.526635,2024-07-27T18,0.26,LOW
1206,42.878554,-105.526635,2024-07-27T21,0.34,LOW
1207,42.878554,-105.526635,2024-07-28T00,0.26,LOW
1208,42.878554,-105.526635,2024-07-28T03,0.18,LOW
1209,42.878554,-105.526635,2024-07-28T06,0.13,LOW
1210,42.878554,-105.526635,2024-07-28T18,0.15,LOW
1211,42.888511,-105.536199,2024-07-26T21,0.43,LOW
1212,42.888511,-105.536199,2024-07-27T00,0.27,LOW
1213,42.888511,-105.536199,2024-07-27T03,0.11,LOW
1214,42.888511,-105.536199,2024-07-27T18,0.25,LOW
1215,42.888511,-105.536199,2024-07-27T21,0.33,LOW
1216,42.888511,-105.536199,2024-07-28T00,0.26,LOW
1217,42.888511,-105.536199,2024-07-28T03,0.18,LOW
1218,42.888511,-105.536199,2024-07-28T06,0.12,LOW
1219,42.888511,-105.536199,2024-07-28T18,0.15,LOW
1220,42.909158,-105.559417,2024-07-26T21,0.43,LOW
1221,42.909158,-105.559417,2024-07-27T00,0.27,LOW
1222,42.909158,-105.559417,2024-07-27T03,0.11,LOW
1223,42.909158,-105.559417,2024-07-27T18,0.25,LOW
1224,42.909158,-105.559417,2024-07-27T21,0.33,LOW
1225,42.909158,-105.559417,2024-07-28T00,0.26,LOW
1226,42.909158,-105.559417,2024-07-28T03,0.18,LOW
1227,42.909158,-105.559417,2024-07-28T06,0.12,LOW
1228,42.909158,-105.559417,2024-07-28T18,0.15,LOW
1229,42.911963,-105.563038,2024-07-26T21,0.42,LOW
1230,42.911963,-105.563038,2024-07-27T00,0.27,LOW
1231,42.911963,-105.563038,2024-07-27T03,0.12,LOW
1232,42.911963,-105.563038,2024-07-27T18,0.25,LOW
1233,42.911963,-105.563038,2024-07-27T21,0.33,LOW
1234,42.911963,-105.563038,2024-07-28T00,0.26,LOW
1235,42.911963,-105.563038,2024-07-28T03,0.19,LOW
1236,42.911963,-105.563038,2024-07-28T06,0.13,LOW
1237,42.911963,-105.563038,2024-07-28T18,0.15,LOW
1238,42.930568,-105.582913,2024-07-26T21,0.42,LOW
1239,42.930568,-105.582913,2024-07-27T00,0.27,LOW
1240,42.930568,-105.582913,2024-07-27T03,0.12,LOW
1241,42.930568,-105.582913,2024-07-27T18,0.24,LOW
1242,42.930568,-105.582913,2024-07-27T21,0.33,LOW
1243,42.930568,-105.582913,2024-07-28T00,0.26,LOW
1244,42.930568,-105.582913,2024-07-28T03,0.19,LOW
1245,42.930568,-105.582913,2024-07-28T06,0.12,LOW
1246,42.930568,-105.582913,2024-07-28T18,0.15,LOW
1247,42.942454,-105.592666,2024-07-26T21,0.41,LOW
1248,42.942454,-105.592666,2024-07-27T00,0.27,LOW
1249,42.942454,-105.592666,2024-07-27T03,0.13,LOW
1250,42.942454,-105.592666,2024-07-27T18,0.24,LOW
1251,42.942454,-105.592666,2024-07-27T21,0.33,LOW
1252,42.942454,-105.592666,2024-07-28T00,0.25,LOW
1253,42.942454,-105.592666,2024-07-28T03,0.19,LOW
1254,42.942454,-105.592666,2024-07-28T06,0.13,LOW
1255,42.942454,-105.592666,2024-07-28T18,0.15,LOW
1256,42.949962,-105.601082,2024-07-26T21,0.41,LOW
1257,42.949962,-105.601082,2024-07-27T00,0.27,LOW
1258,42.949962,-105.601082,2024-07-27T03,0.13,LOW
1259,42.949962,-105.601082,2024-07-27T18,0.24,LOW
1260,42.949962,-105.601082,2024-07-27T21,0.32,LOW
1261,42.949962,-105.601082,2024-07-28T00,0.25,LOW
1262,42.949962,-105.601082,2024-07-28T03,0.19,LOW
1263,42.949962,-105.601082,2024-07-28T06,0.12,LOW
1264,42.949962,-105.601082,2024-07-28T18,0.15,LOW
1265,42.948412,-105.621834,2024-07-26T21,0.41,LOW
1266,42.948412,-105.621834,2024-07-27T00,0.27,LOW
1267,42.948412,-105.621834,2024-07-27T03,0.13,LOW
1268,42.948412,-105.621834,2024-07-27T18,0.24,LOW
1269,42.948412,-105.621834,2024-07-27T21,0.33,LOW
1270,42.948412,-105.621834,2024-07-28T00,0.25,LOW
1271,42.948412,-105.621834,2024-07-28T03,0.19,LOW
1272,42.948412,-105.621834,2024-07-28T06,0.13,LOW
1273,42.948412,-105.621834,2024-07-28T18,0.15,LOW
1274,42.94743,-105.623154,2024-07-26T21,0.41,LOW
1275,42.94743,-105.623154,2024-07-27T00,0.27,LOW
1276,42.94743,-105.623154,2024-07-27T03,0.13,LOW
1277,42.94743,-105.623154,2024-07-27T18,0.25,LOW
1278,42.94743,-105.623154,2024-07-27T21,0.33,LOW
1279,42.94743,-105.623154,2024-07-28T00,0.25,LOW
1280,42.94743,-105.623154,2024-07-28T03,0.19,LOW
1281,42.94743,-105.623154,2024-07-28T06,0.13,LOW
1282,42.94743,-105.623154,2024-07-28T18,0.15,LOW
1283,42.939597,-105.6528,2024-07-26T21,0.4,LOW
1284,42.939597,-105.6528,2024-07-27T00,0.27,LOW
1285,42.939597,-105.6528,2024-07-27T03,0.13,LOW
1286,42.939597,-105.6528,2024-07-27T18,0.25,LOW
1287,42.939597,-105.6528,2024-07-27T21,0.33,LOW
1288,42.939597,-105.6528,2024-07-28T00,0.25,LOW
1289,42.939597,-105.6528,2024-07-28T03,0.19,LOW
1290,42.939597,-105.6528,2024-07-28T06,0.13,LOW
1291,42.939597,-105.6528,2024-07-28T18,0.15,LOW
1292,42.939365,-105.686391,2024-07-26T21,0.4,LOW
1293,42.939365,-105.686391,2024-07-27T00,0.28,LOW
1294,42.939365,-105.686391,2024-07-27T03,0.13,LOW
1295,42.939365,-105.686391,2024-07-27T18,0.26,LOW
1296,42.939365,-105.686391,2024-07-27T21,0.33,LOW
1297,42.939365,-105.686391,2024-07-28T00,0.25,LOW
1298,42.939365,-105.686391,2024-07-28T03,0.19,LOW
1299,42.939365,-105.686391,2024-07-28T06,0.13,LOW
1300,42.939365,-105.686391,2024-07-28T18,0.15,LOW
1301,42.924896,-105.71177,2024-07-26T21,0.4,LOW
1302,42.924896,-105.71177,2024-07-27T00,0.28,LOW
1303,42.924896,-105.71177,2024-07-27T03,0.14,LOW
1304,42.924896,-105.71177,2024-07-27T18,0.27,LOW
1305,42.924896,-105.71177,2024-07-27T21,0.33,LOW
1306,42.924896,-105.71177,2024-07-28T00,0.25,LOW
1307,42.924896,-105.71177,2024-07-28T03,0.19,LOW
1308,42.924896,-105.71177,2024-07-28T06,0.14,LOW
1309,42.924896,-105.71177,2024-07-28T18,0.15,LOW
1310,42.924876,-105.741301,2024-07-26T21,0.4,LOW
1311,42.924876,-105.741301,2024-07-27T00,0.28,LOW
1312,42.924876,-105.741301,2024-07-27T03,0.14,LOW
1313,42.924876,-105.741301,2024-07-27T18,0.27,LOW
1314,42.924876,-105.741301,2024-07-27T21,0.33,LOW
1315,42.924876,-105.741301,2024-07-28T00,0.25,LOW
1316,42.924876,-105.741301,2024-07-28T03,0.19,LOW
1317,42.924876,-105.741301,2024-07-28T06,0.14,LOW
1318,42.924876,-105.741301,2024-07-28T18,0.15,LOW
1319,42.924904,-105.747932,2024-07-26T21,0.39,LOW
1320,42.924904,-105.747932,2024-07-27T00,0.28,LOW
1321,42.924904,-105.747932,2024-07-27T03,0.13,LOW
1322,42.924904,-105.747932,2024-07-27T18,0.27,LOW
1323,42.924904,-105.747932,2024-07-27T21,0.33,LOW
1324,42.924904,-105.747932,2024-07-28T00,0.25,LOW
1325,42.924904,-105.747932,2024-07-28T03,0.19,LOW
1326,42.924904,-105.747932,2024-07-28T06,0.14,LOW
1327,42.924904,-105.747932,2024-07-28T18,0.15,LOW
1328,42.923899,-105.769029,2024-07-26T21,0.39,LOW
1329,42.923899,-105.769029,2024-07-27T00,0.29,LOW
1330,42.923899,-105.769029,2024-07-27T03,0.14,LOW
1331,42.923899,-105.769029,2024-07-27T18,0.28,LOW
1332,42.923899,-105.769029,2024-07-27T21,0.33,LOW
1333,42.923899,-105.769029,2024-07-28T00,0.25,LOW
1334,42.923899,-105.769029,2024-07-28T03,0.19,LOW
1335,42.923899,-105.769029,2024-07-28T06,0.14,LOW
1336,42.923899,-105.769029,2024-07-28T18,0.15,LOW
1337,42.917703,-105.798174,2024-07-26T21,0.39,LOW
1338,42.917703,-105.798174,2024-07-27T00,0.29,LOW
1339,42.917703,-105.798174,2024-07-27T03,0.14,LOW
1340,42.917703,-105.798174,2024-07-27T18,0.28,LOW
1341,42.917703,-105.798174,2024-07-27T21,0.33,LOW
1342,42.917703,-105.798174,2024-07-28T00,0.26,LOW
1343,42.917703,-105.798174,2024-07-28T03,0.19,LOW
1344,42.917703,-105.798174,2024-07-28T06,0.14,LOW
1345,42.917703,-105.798174,2024-07-28T18,0.15,LOW
1346,42.91641,-105.803388,2024-07-26T21,0.39,LOW
1347,42.91641,-105.803388,2024-07-27T00,0.28,LOW
1348,42.91641,-105.803388,2024-07-27T03,0.14,LOW
1349,42.91641,-105.803388,2024-07-27T18,0.29,LOW
1350,42.91641,-105.803388,2024-07-27T21,0.33,LOW
1351,42.91641,-105.803388,2024-07-28T00,0.25,LOW
1352,42.91641,-105.803388,2024-07-28T03,0.19,LOW
1353,42.91641,-105.803388,2024-07-28T06,0.15,LOW
1354,42.91641,-105.803388,2024-07-28T18,0.15,LOW
1355,42.912699,-105.826783,2024-07-26T21,0.39,LOW
1356,42.912699,-105.826783,2024-07-27T00,0.28,LOW
1357,42.912699,-105.826783,2024-07-27T03,0.14,LOW
1358,42.912699,-105.826783,2024-07-27T18,0.29,LOW
1359,42.912699,-105.826783,2024-07-27T21,0.33,LOW
1360,42.912699,-105.826783,2024-07-28T00,0.25,LOW
1361,42.912699,-105.826783,2024-07-28T03,0.19,LOW
1362,42.912699,-105.826783,2024-07-28T06,0.15,LOW
1363,42.912699,-105.826783,2024-07-28T18,0.15,LOW
1364,42.912388,-105.827185,2024-07-26T21,0.38,LOW
1365,42.912388,-105.827185,2024-07-27T00,0.28,LOW
1366,42.912388,-105.827185,2024-07-27T03,0.14,LOW
1367,42.912388,-105.827185,2024-07-27T18,0.29,LOW
1368,42.912388,-105.827185,2024-07-27T21,0.33,LOW
1369,42.912388,-105.827185,2024-07-28T00,0.26,LOW
1370,42.912388,-105.827185,2024-07-28T03,0.19,LOW
1371,42.912388,-105.827185,2024-07-28T06,0.15,LOW
1372,42.912388,-105.827185,2024-07-28T18,0.15,LOW
1373,42.885382,-105.846161,2024-07-26T21,0.39,LOW
1374,42.885382,-105.846161,2024-07-27T00,0.27,LOW
